index;name;set;smiles;solvent;T(K);ee;ddG kcal mol-1;ddG calib kcal mol-1;T(C);concentration;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;Ar
11;13;a;CC(C)(C)c1ccc(cc1)-c1cc2ccccc2c-2c1OP(NP1(Oc3c(cc4ccccc4c3-c3c(O1)c(cc1ccccc31)-c1ccc(cc1)C(C)(C)C)-c1ccc(cc1)C(C)(C)C)=NS(=O)(=O)C(F)(F)F)(Oc1c(cc3ccccc3c-21)-c1ccc(cc1)C(C)(C)C)=NS(=O)(=O)C(F)(F)F;toluene;313.15;-60;-0.862691205;-0.96625239;40;0.185;0.2857;0.0;0;0.0;0.0;0.0;0.2;0.3076;0.1666;0.1666;0.0;0.0;0.2;1;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;0.5;0.5;0.5;0.5;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.5;0.5;0.5;0.5;0;0.2857;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;[C:2][c:1]1ccc(cc1)C(C)(C)C
12;13;b;CC(C)(C)c1ccc(cc1)-c1cc2ccccc2c-2c1OP(NP1(Oc3c(cc4ccccc4c3-c3c(O1)c(cc1ccccc31)-c1ccc(cc1)C(C)(C)C)-c1ccc(cc1)C(C)(C)C)=NS(=O)(=O)C(F)(F)F)(Oc1c(cc3ccccc3c-21)-c1ccc(cc1)C(C)(C)C)=NS(=O)(=O)C(F)(F)F;cyclohexane;333.15;-81;-1.492280115;-1.492280115;60;0.05;0.2857;0.0;0;0.0;0.0;0.0;0.2;0.3076;0.1666;0.1666;0.0;0.0;0.2;1;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;0.5;0.5;0.5;0.5;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.5;0.5;0.5;0.5;0;0.2857;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[C:2][c:1]1ccc(cc1)C(C)(C)C
13;14;a;CCC(CC)(CC)c1ccc(cc1)-c1cc2ccccc2c-2c1OP(NP1(Oc3c(cc4ccccc4c3-c3c(O1)c(cc1ccccc31)-c1ccc(cc1)C(CC)(CC)CC)-c1ccc(cc1)C(CC)(CC)CC)=NS(=O)(=O)C(F)(F)F)(Oc1c(cc3ccccc3c-21)-c1ccc(cc1)C(CC)(CC)CC)=NS(=O)(=O)C(F)(F)F;toluene;313.15;-52;-0.717304015;-0.803417782;40;0.185;0.5;0.0;0;0.0;0.0;0.0;0.2;0.5384;0.1666;0.1666;0.0;0.0;0.2;1;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;0.5;0.5;0.5;0.5;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.5;0.5;0.5;0.5;0;0.4285;0;0;0;0;0;0;0;0.0;0;1.0;0.0;0.0714;1.0;0.0;0.0;0.0;0.0;1;0.5;1;1;1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0.75;0;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.25;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;CCC(CC)(CC)c1cc[c:1]([C:2])cc1
14;15;b;CC1(CCCCC1)c1ccc(cc1)-c1cc2ccccc2c-2c1OP(NP1(Oc3c(cc4ccccc4c3-c3c(O1)c(cc1ccccc31)-c1ccc(cc1)C1(C)CCCCC1)-c1ccc(cc1)C1(C)CCCCC1)=NS(=O)(=O)C(F)(F)F)(Oc1c(cc3ccccc3c-21)-c1ccc(cc1)C1(C)CCCCC1)=NS(=O)(=O)C(F)(F)F;cyclohexane;333.15;-74;-1.258508604;-1.258508604;60;0.05;0.5;0.0;0;0.0;0.0;0.0;0.2;0.6153;0.1666;0.1666;0.0;0.0;0.2;1;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;0.5;0.5;0.5;0.5;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.5;0.5;0.5;0.5;0;0.5238;0;0;0;0;0;0;0;0.0;0;0.3333;0.1538;0.238;0.3333;0.3333;0.3333;0.1333;0.25;1;0.3333;0;0;0;0.3333;0.3333;0.3333;0.3333;0.3333;0.3333;0.0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0.5;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[C:2][c:1]1ccc(cc1)C1(C)CCCCC1
15;16;a;CC(C)c1cc(cc(c1)-c1cc2ccccc2c-2c1OP(NP1(Oc3c(cc4ccccc4c3-c3c(O1)c(cc1ccccc31)-c1cc(cc(c1)C(C)C)C(C)C)-c1cc(cc(c1)C(C)C)C(C)C)=NS(=O)(=O)C(F)(F)F)(Oc1c(cc3ccccc3c-21)-c1cc(cc(c1)C(C)C)C(C)C)=NS(=O)(=O)C(F)(F)F)C(C)C;toluene;313.15;20;0.252318356;0.282600382;40;0.185;0.4285;0.0;0;0.0;0.0;0.0;0.4;0.4615;0.3333;0.3333;1.0;1.0;0.4;0;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;0.25;0.3333;0.3333;0.3333;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.2857;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333;1;1;0.6666;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;CC(C)c1c[c:1]([C:2])cc(c1)C(C)C
16;17;a;FC(F)(F)S(=O)(=O)N=P1(NP2(Oc3c(cc4ccccc4c3-c3c(O2)c(cc2ccccc32)-c2ccc3c(ccc4ccccc34)c2)-c2ccc3c(ccc4ccccc34)c2)=NS(=O)(=O)C(F)(F)F)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1ccc2c(ccc3ccccc23)c1)-c1ccc2c(ccc3ccccc23)c1;toluene;313.15;12;0.150071702;0.168092734;40;0.185;0.5714;0.7272;0;0.5;0.6428;0.6666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.6666;0;0.55;0.3571;0;0;0;0.5;0.375;0;0.5714;0;0.0;0.0;0.0;0.0;0.0;0.5;1;0.5;0.4;0.5;0.5;0.0;0.0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.1666;0.5;0.25;0.5;0.5;0.1666;0.1666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333;0;0;0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;[C:2][c:1]1ccc2c(ccc3ccccc23)c1
17;18;a;FC(F)(F)S(=O)(=O)N=P1(NP2(Oc3c(cc4ccccc4c3-c3c(O2)c(cc2ccccc32)-c2ccc-3c(Cc4ccccc-34)c2)-c2ccc-3c(Cc4ccccc-34)c2)=NS(=O)(=O)C(F)(F)F)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1ccc-2c(Cc3ccccc-23)c1)-c1ccc-2c(Cc3ccccc-23)c1;toluene;313.15;12;0.150071702;0.168092734;40;0.185;0.5;0.2727;0;0.0;0.1071;0.3333;0.8;0.2307;0.6666;0.6666;0.5;0.5;0.8;1;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0476;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.3333;0;1.0;1;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333;0.5;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;[C:2][c:1]1ccc-2c(Cc3ccccc-23)c1
18;19;a;CC(C)(c1ccccc1)c1ccc(cc1)-c1cc2ccccc2c-2c1OP(NP1(Oc3c(cc4ccccc4c3-c3c(O1)c(cc1ccccc31)-c1ccc(cc1)C(C)(C)c1ccccc1)-c1ccc(cc1)C(C)(C)c1ccccc1)=NS(=O)(=O)C(F)(F)F)(Oc1c(cc3ccccc3c-21)-c1ccc(cc1)C(C)(C)c1ccccc1)=NS(=O)(=O)C(F)(F)F;toluene;313.15;-58;-0.824498088;-0.923494264;40;0.185;0.6428;0.2727;0;0.0;0.1071;0.3333;0.4;0.3076;0.3333;0.3333;0.0;0.0;0.4;1;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;0.5;1.0;1.0;1.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.5;1.0;1.0;1.0;0;0.2857;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;[C:2][c:1]1ccc(cc1)C(C)(C)c1ccccc1
19;20;b;CC(C)(C)C(C)(C)c1ccc(cc1)-c1cc2ccccc2c-2c1OP(NP1(Oc3c(cc4ccccc4c3-c3c(O1)c(cc1ccccc31)-c1ccc(cc1)C(C)(C)C(C)(C)C)-c1ccc(cc1)C(C)(C)C(C)(C)C)=NS(=O)(=O)C(F)(F)F)(Oc1c(cc3ccccc3c-21)-c1ccc(cc1)C(C)(C)C(C)(C)C)=NS(=O)(=O)C(F)(F)F;cyclohexane;333.15;-83;-1.573183556;-1.573183556;60;0.05;0.5;0.0;0;0.0;0.0;0.0;0.2;0.5384;0.1666;0.1666;0.0;0.0;0.2;1;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;1.0;0.5;0.5;0.5;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;1.0;0.5;0.5;0.5;0;0.5714;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0.75;0;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[C:2][c:1]1ccc(cc1)C(C)(C)C(C)(C)C
20;21;b;FC(F)(F)S(=O)(=O)N=P1(NP2(Oc3c(cc4ccccc4c3-c3c(O2)c(cc2ccccc32)-c2ccc3-c4ccccc4-c4cccc2c34)-c2ccc3-c4ccccc4-c4cccc2c34)=NS(=O)(=O)C(F)(F)F)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1ccc2-c3ccccc3-c3cccc1c23)-c1ccc2-c3ccccc3-c3cccc1c23;cyclohexane;333.15;42;0.592782027;0.592782027;60;0.05;0.7142;0.6363;1;1.0;0.3928;0.6666;0.8;0.1538;1.0;1.0;0.0;0.0;0.8;1;0.3333;1;0.2;0.0714;1;1;1;0.5;0.125;1;0.2857;1;0.0;0.0;0.0;0.0;0.0;0.5;0;0.0;0.2;0.0;0.0;1.0;1.0;1;1;1.0;1;1.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0;0;0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;1.0;0;0.5;1;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0.0;0.0;0.0;0;0;0;0;1.0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[C:2][c:1]1ccc2-c3ccccc3-c3cccc1c23
21;22;a;FC(F)(F)S(=O)(=O)N=P1(NP2(Oc3c(cc4ccccc4c3-c3c(O2)c(cc2ccccc32)-c2cc3ccc4cccc5ccc(c2)c3c45)-c2cc3ccc4cccc5ccc(c2)c3c45)=NS(=O)(=O)C(F)(F)F)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1cc2ccc3cccc4ccc(c1)c2c34)-c1cc2ccc3cccc4ccc(c1)c2c34;toluene;313.15;22;0.278369981;0.311782983;40;0.185;0.7142;1.0;0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1.0;0;1.0;1.0;0;0;0;1.0;1.0;0;1.0;0;0.0;0.0;0.0;0.0;0.0;1.0;1;1.0;1.0;1.0;1.0;0.0;0.0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1.0;1;0;0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;[C:2][c:1]1cc2ccc3cccc4ccc(c1)c2c34
22;23;a;CC1(C)c2ccccc2-c2ccc(cc12)-c1cc2ccccc2c-2c1OP(NP1(Oc3c(cc4ccccc4c3-c3c(O1)c(cc1ccccc31)-c1ccc3-c4ccccc4C(C)(C)c3c1)-c1ccc3-c4ccccc4C(C)(C)c3c1)=NS(=O)(=O)C(F)(F)F)(Oc1c(cc3ccccc3c-21)-c1ccc2-c3ccccc3C(C)(C)c2c1)=NS(=O)(=O)C(F)(F)F;toluene;313.15;50;0.683652008;0.765726577;40;0.185;0.6428;0.2727;0;0.0;0.1071;0.3333;0.8;0.3846;0.6666;0.6666;0.5;0.5;0.8;1;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;0.5;1.0;1.0;1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.5;1.0;1.0;1.0;1;0.2857;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1;1;1;1;1;1;1;1;0.3333;0;1.0;1;0;0;0;0;0;0.0;0;0.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333;0.5;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;[C:2][c:1]1ccc2-c3ccccc3C(C)(C)c2c1
